Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
断定,"conclusion, decision, judgement, declaration",断定[だんてい],"Noun, Suru verb",affirmative,jlpt-n2
苦心,"pains, hard work, effort, trouble, labour, labor",苦心[くしん],"Noun, Suru verb",,jlpt-n2
飾り,decoration,飾[かざ]り,"Noun, Noun - used as a suffix",,jlpt-n2
強気,"confident, assured, self-assured, firm, strong, cocksure",強気[つよき],"Na-adjective, No-adjective, Noun",bullish (e.g. market),jlpt-n2
東西,east and west,東西[とうざい],"Noun, No-adjective","Orient and Occident, East and West; Ladies and Gentlemen!, Your attention, please!, roll-up, roll-up",jlpt-n2
寝台,"bed, couch",寝台[しんだい],Noun,,jlpt-n2
清掃,"cleaning, clean-up, garbage collection, scavenging",清掃[せいそう],"Noun, Suru verb",,jlpt-n2
生年月日,"birth date, date of birth, DOB",生年月日[せいねんがっぴ],Noun,,jlpt-n2
乗車,"boarding (a train, bus, etc.), getting into (e.g. a taxi)",乗車[じょうしゃ],"Noun, Suru verb",,jlpt-n2
酒場,"bar, pub, tavern",酒場[さかば],Noun,,jlpt-n2
続々,"successively, one after another",続々[ぞくぞく],"Adverb, Adverb taking the 'to' particle",,jlpt-n2
系統,system,系統[けいとう],Noun,"lineage, ancestry, family line; group (e.g. of colors) (colours), family (e.g. of languages), party, school (of thought); close (evolutionary) relationship; a population sharing a common ancestor (in genetics), strain (e.g. bacterial)",jlpt-n2
薬品,"medicine, chemicals",薬品[やくひん],Noun,,jlpt-n2
体系,"system, organization, organisation, architecture",体系[たいけい],"Noun, Noun - used as a suffix",,jlpt-n2
実習,"practice (in the field), training (esp. practical and hands-on), practical exercise, drill",実習[じっしゅう],"Noun, Suru verb",,jlpt-n2
盆地,basin (e.g. between mountains),盆地[ぼんち],Noun,,jlpt-n2
下旬,"last third of a month, 21st to the last day of a month",下旬[げじゅん],"Adverbial noun, Temporal noun",,jlpt-n2
地質,geological features,地質[ちしつ],Noun,,jlpt-n2
下水,"drainage, ditch, gutter, sewerage",下水[げすい],Noun,"sewage, black water",jlpt-n2
中旬,"middle of a month, second third of a month, 11th to 20th day of a month",中旬[ちゅうじゅん],"Adverbial noun, Temporal noun",,jlpt-n2
中途,"in the middle, half-way",中途[ちゅうと],"Noun, No-adjective",,jlpt-n2
直通,"direct line, direct communication, connecting directly, through service",直通[ちょくつう],"Noun, Suru verb, No-adjective",,jlpt-n2
公務,"official business, public business",公務[こうむ],Noun,,jlpt-n2
本部,"headquarters, head office, main office",本部[ほんぶ],Noun,,jlpt-n2
定価,"list price, regular price, established price",定価[ていか],Noun,,jlpt-n2
課程,"course, curriculum",課程[かてい],Noun,,jlpt-n2
解説,"explanation, commentary, exposition, elucidation",解説[かいせつ],"Noun, Suru verb, No-adjective",,jlpt-n2
催し,"event, festivities, function, social gathering, auspices, opening, holding (a meeting)",催[もよお]し,Noun,,jlpt-n2
境界,boundary,境界[きょうかい],Noun,,jlpt-n2
街角,street corner,街角[まちかど],Noun,,jlpt-n2
殻,"shell, husk, hull, pod, chaff",殻[から],Noun,,jlpt-n2
日課,"daily lesson, daily work, daily routine",日課[にっか],Noun,,jlpt-n2
学術,"science, learning, scholarship, arts and sciences, academic pursuits",学術[がくじゅつ],Noun,,jlpt-n2
学力,"scholarly ability, scholarship, knowledge, literary ability",学力[がくりょく],Noun,,jlpt-n2
坊さん,"Buddhist priest, monk",坊[ぼう]さん,Noun,boy,jlpt-n2
分量,"amount, quantity",分量[ぶんりょう],"Noun, Suru verb",,jlpt-n2
年度,"fiscal year (usu. April 1 to March 31 in Japan), financial year",年度[ねんど],"Noun, Noun - used as a suffix","academic year, school year; product year",jlpt-n2
書道,calligraphy,書道[しょどう],"Noun, No-adjective",,jlpt-n2
助教授,"assistant professor, associate professor",助教授[じょきょうじゅ],Noun,,jlpt-n2
勝敗,"victory or defeat, issue (of battle), outcome",勝敗[しょうはい],Noun,,jlpt-n2
賞品,"prize, trophy",賞品[しょうひん],Noun,,jlpt-n2
客席,"guest seating (e.g. theater, stadium), passenger seat (e.g. taxi)",客席[きゃくせき],Noun,audience,jlpt-n2
上旬,first 10 days of month,上旬[じょうじゅん],"Adverbial noun, Temporal noun",,jlpt-n2
南北,"north and south, north to south",南北[なんぼく],Noun,South Korea and North Korea,jlpt-n2
食塩,table salt,食塩[しょくえん],Noun,,jlpt-n2
金魚,goldfish,金魚[きんぎょ],Noun,,jlpt-n2
製作,"manufacture, production",製作[せいさく],"Noun, Suru verb",,jlpt-n2
有無,"existence or nonexistence, presence or absence",有無[うむ],Noun,"consent or refusal, yes or no",jlpt-n2
内科,"internal medicine, i.e. treatment by medical procedures rather than surgical procedures",内科[ないか],"Noun, No-adjective","department of internal medicine (hospital, etc.)",jlpt-n2 jlpt-n2
送料,"postage, carriage, shipping charge",送料[そうりょう],Noun,,jlpt-n2
並木,"roadside tree, row of trees",並木[なみき],Noun,,jlpt-n2
国立,national,国立[こくりつ],"Noun, No-adjective",,jlpt-n2
物指,"ruler, measure",物指[ものさし],Noun,,jlpt-n2
加熱,"heating, application of heat",加熱[かねつ],"Noun, Suru verb",,jlpt-n2
攻める,"to attack, to assault, to assail",攻[せ]める,"Ichidan verb, Transitive verb",,jlpt-n2
灯油,"lamp oil, kerosene",灯油[とうゆ],Noun,,jlpt-n2
要旨,"point, essentials, gist, summary, fundamentals",要旨[ようし],Noun,,jlpt-n2
高等,"high class, high grade",高等[こうとう],"Na-adjective, Noun, No-adjective",,jlpt-n2
安易,"easy, simple",安易[あんい],"Na-adjective, Noun","easygoing, lighthearted, simplistic, irresponsible, careless, quick (to do)",jlpt-n2
消耗,"exhaustion, consumption, using up, dissipation, waste",消耗[しょうもう],"Noun, Suru verb",,jlpt-n2 jlpt-n1
生長,growth (of a plant),生長[せいちょう],"Noun, Suru verb",,jlpt-n2
盆,tray,盆[ぼん],Noun,"family, household; O-Bon, Bon Festival, Lantern Festival, Festival of the Dead",jlpt-n2
紺,"navy blue, deep blue",紺[こん],"Noun, No-adjective",,jlpt-n2
拡充,expansion,拡充[かくじゅう],"Noun, Suru verb, No-adjective",,jlpt-n2
格別,"particular, special, exceptional, especial",格別[かくべつ],"No-adjective, Na-adjective, Noun","particularly, especially, exceptionally",jlpt-n2
余所,"another place, somewhere else, strange parts",余所[よそ],"Noun, No-adjective","outside (one's family or group), those people; unrelated matter",jlpt-n2
話しかける,"to address (someone), to accost a person, to talk (to someone)",話[はな]しかける,"Ichidan verb, Transitive verb","to begin to talk, to start a conversation",jlpt-n2
巡る,to go around,巡[めぐ]る,"Godan verb with ru ending, intransitive verb",to return; to surround; to concern (usu. of disputes),jlpt-n2
騙す,"to trick, to cheat, to deceive",騙[だま]す,"Godan verb with su ending, Transitive verb","to coax, to wheedle, to soothe and humor (humour)",jlpt-n2 jlpt-n1
付き合う,"to associate with, to keep company with, to go out with, to go steady with, to get on with",付[つ]き 合[あ]う,"Godan verb with u ending, intransitive verb","to go along with, to follow someone's lead, to accompany someone, to compromise",jlpt-n2 jlpt-n1 jlpt-n2 jlpt-n1
落ち着く,"to calm down, to compose oneself, to regain presence of mind",落[お]ち 着[つ]く,"Godan verb with ku ending, intransitive verb","to calm down, to settle down, to die down, to become stable, to abate; to settle down (in a location, job, etc.), to settle in; to be settled, to be fixed, to have been reached; to harmonize with, to harmonise with, to match, to suit, to fit; to be unobtrusive, to be quiet, to be subdued",jlpt-n2
振る舞う,"to behave, to conduct oneself",振[ふ]る 舞[ま]う,"Godan verb with u ending, Transitive verb","to entertain, to treat someone (to a drink), to make tea for someone (tea ceremony)",jlpt-n2
当てはまる,"to apply (a rule), to be applicable, to come under (a category), to fulfill, to hold true",当[あ]てはまる,"Godan verb with ru ending, intransitive verb",,jlpt-n2 jlpt-n1
浮かぶ,"to float, to be suspended",浮[う]かぶ,Godan verb with bu ending,"to rise to surface; to come to mind, to have inspiration",jlpt-n2 jlpt-n1
思い付く,"to think of, to hit upon, to come into one's mind, to be struck with an idea",思[おも]い 付[つ]く,"Godan verb with ku ending, Transitive verb, intransitive verb","to remember, to recall",jlpt-n2
矢っ張り,"too, also, likewise, either",矢[や]っ 張[ぱ]り,Adverb,"still, as before; even so, either way, after all, nonetheless, in any event, all the same; as expected",jlpt-n2 jlpt-n1
目印,"mark, sign, landmark, benchmark",目印[めじるし],Noun,,jlpt-n2
為す,"to build up, to establish",為[な]す,"Godan verb with su ending, Transitive verb","to form, to become (a state); to accomplish, to achieve, to succeed in; to change into; to do, to perform; to intend to, to attempt, to try",jlpt-n2
引き受ける,"to take on, to undertake, to accept, to take charge of, to assume responsibility for",引[ひ]き 受[う]ける,"Ichidan verb, Transitive verb","to take over, to inherit; to guarantee, to vouch for; to contract (a disease)",jlpt-n2 jlpt-n1
捕らえる,"to catch, to capture, to seize, to arrest, to grab, to catch hold of",捕[と]らえる,"Ichidan verb, Transitive verb","to grasp (e.g. meaning), to perceive, to capture (e.g. features); to captivate, to move (one's heart)",jlpt-n2 jlpt-n1
追いかける,"to chase, to run after, to pursue",追[お]いかける,"Ichidan verb, Transitive verb",,jlpt-n2
替わる,"to succeed, to relieve, to replace",替[か]わる,"Godan verb with ru ending, intransitive verb","to take the place of, to substitute for, to take over for, to represent, to hand over (telephone); to be exchanged, to change (places with), to switch",jlpt-n2 jlpt-n1
溢れる,"to overflow, to brim over, to flood",溢[あふ]れる,"Ichidan verb, intransitive verb",,jlpt-n2 jlpt-n1
零れる,"to spill, to fall out of, to overflow",零[こぼ]れる,"Ichidan verb, intransitive verb","to peek through, to become visible (although normally not); to escape (of a smile, tear, etc.)",jlpt-n2 jlpt-n1
零す,"to spill, to drop, to shed (tears)",零[こぼ]す,"Godan verb with su ending, Transitive verb","to grumble, to complain; to let one's feelings show",jlpt-n2 jlpt-n1
漸く,"finally, at last",漸[ようや]く,Adverb,"barely, narrowly, hardly, only just; gradually, little by little, by degrees",jlpt-n2
恵まれる,"to be blessed with, to be rich in, to abound in",恵[めぐ]まれる,"Ichidan verb, intransitive verb",,jlpt-n2
取り出す,"to take out, to produce, to pick out",取[と]り 出[だ]す,"Godan verb with su ending, Transitive verb","to fetch, to retrieve",jlpt-n2
誓う,"to swear, to vow, to take an oath, to pledge",誓[ちか]う,"Godan verb with u ending, Transitive verb",,jlpt-n2
飛び込む,"to jump in, to leap in, to plunge into, to dive",飛[と]び 込[こ]む,"Godan verb with mu ending, intransitive verb","to burst in, to barge in",jlpt-n2
酸っぱい,"sour, acid",酸[す]っぱい,I-adjective,,jlpt-n2 jlpt-n1
蝋燭,candle,蝋燭[ろうそく],Noun,,jlpt-n2
蓄える,"to store, to save up, to stock up on, to lay in stock, to set aside",蓄[たくわ]える,"Ichidan verb, Transitive verb","to accumulate (e.g. knowledge), to build up (e.g. experience), to develop (e.g. one's skills); to grow (a beard, moustache, etc.), to wear",jlpt-n2
立ち止まる,"to stop (in one's tracks), to come to a stop, to halt, to pause, to stand still",立[た]ち 止[ど]まる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
掘る,"to dig, to excavate, to hollow",掘[ほ]る,"Godan verb with ru ending, Transitive verb",to delve into; to dig up (e.g. vegetables); (for two men) to have anal sex,jlpt-n2
係わる,"to be affected, to be influenced",係[かか]わる,"Godan verb with ru ending, intransitive verb","to be concerned with, to have to do with; to stick to (opinions)",jlpt-n2
却って,"on the contrary, rather, all the more, instead",却[かえ]って,Adverb,,jlpt-n2
例える,"to compare (something) to, to liken, to speak figuratively, to use a simile, to use a metaphor",例[たと]える,"Ichidan verb, Transitive verb",,jlpt-n2
嫌がる,"to hate, to dislike",嫌[いや]がる,"Godan verb with ru ending, Transitive verb",,jlpt-n2
寄越す,"to send, to forward",寄越[よこ]す,"Godan verb with su ending, Transitive verb",to hand over (e.g. money),jlpt-n2 jlpt-n1
生える,"to grow, to spring up, to sprout",生[は]える,"Ichidan verb, intransitive verb",to cut (teeth),jlpt-n2
躊躇う,"to hesitate, to waver",躊躇[ためら]う,"Godan verb with u ending, intransitive verb",,jlpt-n2 jlpt-n1
妨げる,"to disturb, to prevent, to obstruct, to hinder",妨[さまた]げる,"Ichidan verb, Transitive verb",,jlpt-n2
点く,"to be lit (e.g. electricity comes on), to be lighted",点[つ]く,"Godan verb with ku ending, intransitive verb",to catch fire,jlpt-n2
拭く,"to wipe, to dry",拭[ふ]く,"Godan verb with ku ending, Transitive verb",,jlpt-n2
繋がる,"to be tied together, to be connected to, to be linked to",繋[つな]がる,"Godan verb with ru ending, intransitive verb","to lead to, to be related to; to be related (by blood)",jlpt-n2
怠る,"to be negligent in doing something, to shirk, to be off one's guard",怠[おこた]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2
目立つ,"to be conspicuous, to stand out",目立[めだ]つ,"Godan verb with tsu ending, intransitive verb",,jlpt-n2
纏める,"to collect, to put (it all) together, to integrate, to consolidate, to unify",纏[まと]める,"Ichidan verb, Transitive verb","to summarize, to aggregate; to bring to a conclusion, to finalize, to settle, to put in order; to establish, to decide",jlpt-n2
儲ける,"to profit, to get, to earn, to gain",儲[もう]ける,"Ichidan verb, Transitive verb","to have (bear, beget) a child; to have a stroke of luck",jlpt-n2
流行る,"to be popular, to come into fashion",流行[はや]る,"Godan verb with ru ending, intransitive verb","to be prevalent, to spread widely (e.g. disease), to be endemic; to flourish, to thrive",jlpt-n2
羨ましい,"envious, jealous",羨[うらや]ましい,I-adjective,"enviable (position, etc.)",jlpt-n2
蹴る,to kick,蹴[け]る,"Godan verb with ru ending, Transitive verb","to refuse, to reject; to stamp (on the ground), to firmly press one's feet (against something)",jlpt-n2
有難い,"grateful, thankful, welcome, appreciated, evoking gratitude",有難[ありがた]い,I-adjective,,jlpt-n2
助かる,"to be saved, to be rescued, to survive",助[たす]かる,"Godan verb with ru ending, intransitive verb","to escape harm, to be spared damage; to be helped, to be saved trouble",jlpt-n2 jlpt-n2
騒がしい,"noisy, boisterous",騒[さわ]がしい,I-adjective,"turbulent (era, etc.), troubled",jlpt-n2
溶ける,"to melt, to thaw, to fuse, to dissolve",溶[と]ける,"Ichidan verb, intransitive verb",,jlpt-n2
